fiscal_year,agency_name,agency_start_date,work_location_borough,title_description,leave_status_as_of_june_30,base_salary,pay_basis,regular_hours,regular_gross_paid,ot_hours,total_ot_paid,total_other_pay
2017,DEPT OF ED PARA PROFESSIONALS,1989-10-24,MANHATTAN,ANNUAL ED PARA,ACTIVE,41079.0,per Annum,0.0,46833.42,0.0,269.22,0.0
2017,DEPARTMENT OF SANITATION,2008-08-11,QUEENS,SANITATION WORKER,ACTIVE,75066.0,per Annum,2085.72,74472.67,453.0,25115.35,22523.36
2017,DEPT OF ED PARA PROFESSIONALS,1989-11-01,MANHATTAN,ANNUAL ED PARA,ACTIVE,38860.0,per Annum,0.0,37450.08,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2016-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,300.0,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2016-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,300.0,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (KINGSBORO),2012-01-03,BROOKLYN,ASSISTANT PROFESSOR,ACTIVE,91.35,per Day,60.72,8639.53,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2010-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,500.0,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (KINGSBORO),2006-07-25,BROOKLYN,CUNY ADMINISTRATOR ASSISTANT,ACTIVE,48577.0,per Annum,1825.0,58187.68,0.0,0.0,1000.0
2017,DEPT OF ED PARA PROFESSIONALS,1988-05-03,MANHATTAN,ANNUAL ED PARA,ACTIVE,41079.0,per Annum,0.0,39850.24,0.0,0.0,0.0
2017,DEPARTMENT OF EDUCATION ADMIN,2015-03-02,MANHATTAN,COMMUNITY COORDINATOR,CEASED,57767.0,per Annum,395.0,17162.27,5.0,246.25,8.25
2017,BOARD OF ELECTION POLL WORKERS,2011-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,300.0,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (BRONX),2009-01-26,BRONX,ADJUNCT LECTURER,CEASED,68.77,per Hour,0.0,5.4,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,2012-10-01,MANHATTAN,ANNUAL ED PARA,ACTIVE,28858.0,per Annum,0.0,20381.72,0.0,0.0,118.2
2017,COMMUNITY COLLEGE (QUEENSBORO),1996-02-01,QUEENS,ADJUNCT LECTURER,SEASONAL,82.58,per Day,160.0,15919.76,0.0,0.0,328.0
2017,BOARD OF ELECTION POLL WORKERS,2016-09-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,300.0,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2012-01-02,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,575.0,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (QUEENSBORO),2012-09-17,QUEENS,COLLEGE ASSISTANT,ACTIVE,18.73,per Hour,0.0,84.85,0.0,0.0,0.0
2017,DEPARTMENT OF SANITATION,1999-10-04,MANHATTAN,SANITATION WORKER,ACTIVE,75066.0,per Annum,2085.72,74472.67,384.5,23393.49,24564.29
2017,DEPT OF ED HRLY SUPPORT STAFF,2001-02-01,MANHATTAN,F/T SCHOOL AIDE,ACTIVE,15.81,per Hour,0.0,27847.35,0.0,0.0,427.34
2017,DEPARTMENT OF FINANCE,2015-07-27,BROOKLYN,EXECUTIVE AGENCY COUNSEL,ACTIVE,126690.0,per Annum,1825.0,130365.84,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2016-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,300.0,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,2005-02-03,MANHATTAN,ANNUAL ED PARA,ACTIVE,37623.0,per Annum,0.0,36920.78,0.0,4.81,0.0
2017,ADMIN FOR CHILDREN'S SVCS,1999-09-27,BROOKLYN,CHILD AND FAMILY SPECIALIST,ACTIVE,78177.0,per Annum,1671.0,61136.21,128.0,5882.73,3047.3
2017,DEPT OF ED PARA PROFESSIONALS,1999-12-15,MANHATTAN,ANNUAL ED PARA,ACTIVE,41079.0,per Annum,0.0,46465.05,0.0,0.0,0.0
2017,DEPARTMENT OF CORRECTION,2016-06-27,QUEENS,CORRECTION OFFICER,ACTIVE,43042.0,per Annum,2077.2,42037.61,391.0,12172.45,2920.24
2017,DEPARTMENT FOR THE AGING,2016-08-08,MANHATTAN,FOSTER GRANDPARENT,ACTIVE,2.65,per Hour,680.0,1717.2,0.0,0.0,95.4
2017,BOARD OF ELECTION POLL WORKERS,2010-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,300.0,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2011-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,300.0,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (KINGSBORO),2007-09-05,BROOKLYN,ADJUNCT ASSISTANT PROFESSOR,ACTIVE,131.76,per Day,240.72,28861.03,0.0,0.0,0.0
2017,DEPARTMENT OF EDUCATION ADMIN,1996-10-30,RICHMOND,STAFF NURSE,ACTIVE,55.35,per Hour,170.33,9017.4,0.0,0.0,1730.68
2017,DEPT OF ED HRLY SUPPORT STAFF,2011-01-01,MANHATTAN,F/T SCHOOL LUNCH HELPER,ACTIVE,13.37,per Hour,0.0,12484.45,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,2008-05-23,MANHATTAN,ANNUAL ED PARA,ACTIVE,29426.0,per Annum,0.0,28077.06,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (KINGSBORO),2016-02-16,BROOKLYN,CONTINUING EDUCATION TEACHER,ACTIVE,36.64,per Hour,0.0,575.55,0.0,0.0,0.0
2017,DEPT OF ED HRLY SUPPORT STAFF,1999-01-27,MANHATTAN,F/T SCHOOL LUNCH HELPER,ACTIVE,15.81,per Hour,0.0,19132.88,0.0,0.0,0.0
2017,DEPARTMENT OF TRANSPORTATION,1984-12-03,MANHATTAN,ADMINISTRATIVE ACCOUNTANT,CEASED,106578.0,per Annum,773.0,100531.22,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,1991-05-22,MANHATTAN,ANNUAL ED PARA,ACTIVE,31759.0,per Annum,0.0,27256.09,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (HOSTOS),1997-03-10,BRONX,CITY LABORER,ACTIVE,261.92,per Day,2125.72,69408.8,316.5,15879.06,0.0
2017,DEPARTMENT OF EDUCATION ADMIN,2012-12-04,QUEENS,OCCUPATIONAL THERAPIST,ACTIVE,70977.0,per Annum,1664.0,70757.11,0.0,0.0,4733.78
2017,DEPT OF ED PARA PROFESSIONALS,1993-04-22,MANHATTAN,ANNUAL ED PARA,ACTIVE,41079.0,per Annum,0.0,39589.12,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,2015-09-22,MANHATTAN,ANNUAL ED PARA,ACTIVE,29954.0,per Annum,0.0,26979.34,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,1972-01-11,MANHATTAN,ANNUAL ED PARA,ACTIVE,26493.0,per Annum,0.0,25532.12,0.0,0.0,0.0
2017,DEPT OF ED HRLY SUPPORT STAFF,2004-03-18,MANHATTAN,SUPERVISING SCHOOL AIDE,ACTIVE,19.63,per Hour,0.0,43900.22,0.0,7696.03,0.0
2017,DEPT OF ED PEDAGOGICAL,2005-09-06,MANHATTAN,TEACHER SPECIAL EDUCATION,ACTIVE,89696.0,per Annum,0.0,87642.05,0.0,0.0,0.0
2017,DEPARTMENT OF TRANSPORTATION,2009-04-27,QUEENS,CEMENT MASON,ACTIVE,312.69,per Day,1825.0,84426.3,541.5,49432.79,1563.45
2017,DEPARTMENT OF EDUCATION ADMIN,2013-08-11,MANHATTAN,ADMINISTRATIVE STAFF ANALYST,CEASED,101831.0,per Annum,0.0,3557.67,0.0,0.0,0.0
2017,DEPARTMENT OF CORRECTION,2016-12-19,QUEENS,CORRECTION OFFICER,ACTIVE,43042.0,per Annum,1105.77,22077.53,42.5,576.29,68.28
2017,DEPARTMENT OF EDUCATION ADMIN,2011-05-15,MANHATTAN,SCHOOL FOOD SERVICE MANAGER,ACTIVE,51430.0,per Annum,1825.0,50838.45,44.75,2075.49,0.0
2017,DEPARTMENT OF EDUCATION ADMIN,1989-10-19,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,40929.0,per Annum,1825.0,42110.05,8.5,301.93,41.75
2017,DEPT OF ED PARA PROFESSIONALS,2016-10-26,MANHATTAN,SUBSTITUTE ED PARA,ACTIVE,147.37,per Day,0.0,6315.53,0.0,0.0,0.0
2017,BOROUGH PRESIDENT-BRONX,2011-10-24,BRONX,ADMINISTRATIVE EDUCATION OFFICER,ACTIVE,106818.0,per Annum,1825.0,109917.13,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (MANHATTAN),2010-08-26,MANHATTAN,NON-TEACHING ADJUNCT III,ACTIVE,48.72,per Hour,0.0,52.44,0.0,0.0,10.08
2017,COMMUNITY COLLEGE (MANHATTAN),2009-01-26,MANHATTAN,ADJUNCT ASSISTANT PROFESSOR,ACTIVE,131.75,per Day,210.72,38438.97,0.0,0.0,1000.0
2017,ADMIN FOR CHILDREN'S SVCS,2007-12-31,MANHATTAN,CITY LABORER,ACTIVE,34.5,per Hour,2003.13,72326.49,759.77,42568.51,552.0
2017,BUSINESS INTEGRITY COMMISSION,2016-09-05,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,43000.0,per Annum,1500.0,34635.72,0.0,0.0,39.53
2017,DEPARTMENT OF EDUCATION ADMIN,2012-09-04,MANHATTAN,OCCUPATIONAL THERAPIST,ACTIVE,70977.0,per Annum,1664.0,70496.75,0.0,0.0,4717.28
2017,DEPARTMENT OF SANITATION,2017-01-09,QUEENS,PLUMBER,ON LEAVE,361.48,per Day,424.0,21895.72,27.0,2788.56,826.24
2017,COMMUNITY COLLEGE (QUEENSBORO),2010-07-27,QUEENS,COLLEGE ASSISTANT,CEASED,11.26,per Hour,0.0,20.02,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,1997-09-18,MANHATTAN,ANNUAL ED PARA,ACTIVE,41079.0,per Annum,0.0,39960.46,0.0,0.0,0.0
2017,ADMIN FOR CHILDREN'S SVCS,2016-08-08,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,51315.0,per Annum,1634.33,42963.11,219.25,7601.61,425.89
2017,DEPT OF ED HRLY SUPPORT STAFF,2006-01-27,MANHATTAN,F/T SR. SCHOOL LUNCH HELPER,CEASED,15.85,per Hour,0.0,12739.13,0.0,0.0,20.21
2017,DEPT OF ED HRLY SUPPORT STAFF,1996-09-30,MANHATTAN,F/T SCHOOL AIDE,CEASED,15.63,per Hour,0.0,4605.08,0.0,0.0,0.0
2017,DEPARTMENT OF TRANSPORTATION,2016-03-07,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,36238.0,per Annum,1825.0,37283.74,91.5,1609.58,119.11
2017,DEPT OF ED HRLY SUPPORT STAFF,2016-04-14,MANHATTAN,STUDENT AIDE,ACTIVE,11.0,per Hour,0.0,407.0,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (MANHATTAN),2011-09-15,MANHATTAN,COLLEGE ASSISTANT,CEASED,9.95,per Hour,0.0,4.91,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (BRONX),1998-09-14,BRONX,CUNY CUSTODIAL ASSISTANT,ACTIVE,33912.0,per Annum,2069.72,42107.3,0.0,3.11,1077.06
2017,DEPARTMENT OF EDUCATION ADMIN,2007-12-05,MANHATTAN,SENIOR SCHOOL LUNCH AIDE,ACTIVE,36114.0,Prorated Annual,1825.0,37150.95,6.0,64.2,1092.69
2017,DEPARTMENT OF EDUCATION ADMIN,1993-04-14,MANHATTAN,SCHOOL LUNCH AIDE,ACTIVE,28368.0,Prorated Annual,1564.28,29361.75,0.0,4095.14,828.26
2017,BOARD OF ELECTION POLL WORKERS,2014-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,575.0,0.0,0.0,0.0
2017,DEPT OF ED HRLY SUPPORT STAFF,1999-10-27,MANHATTAN,F/T SCHOOL AIDE,ACTIVE,15.81,per Hour,0.0,19307.5,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (KINGSBORO),1993-09-01,BROOKLYN,NON-TEACHING ADJUNCT V,ACTIVE,58.26,per Hour,0.0,42.12,0.0,0.0,0.0
2017,DEPT OF ED HRLY SUPPORT STAFF,1998-11-24,MANHATTAN,F/T SCHOOL AIDE,ACTIVE,15.82,per Hour,0.0,27247.2,0.0,0.0,0.0
2017,DEPT OF ED HRLY SUPPORT STAFF,2015-11-09,MANHATTAN,F/T SCHOOL LUNCH HELPER,ACTIVE,13.37,per Hour,0.0,13367.2,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,2015-09-09,MANHATTAN,ANNUAL ED PARA,ACTIVE,24688.0,per Annum,0.0,21534.32,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2016-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,300.0,0.0,0.0,0.0
2017,DEPARTMENT OF CORRECTION,2002-06-06,QUEENS,CAPTAIN,ACTIVE,103585.0,per Annum,2085.72,106160.82,987.25,83945.23,14102.32
2017,DEPT OF ED PARA PROFESSIONALS,2013-01-30,MANHATTAN,ANNUAL ED PARA,ACTIVE,39274.0,per Annum,0.0,29803.24,0.0,0.0,26.35
2017,DEPT OF ED PARA PROFESSIONALS,2015-09-09,MANHATTAN,ANNUAL ED PARA,ACTIVE,24688.0,per Annum,0.0,22136.12,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2014-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,784.0,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,1999-06-08,MANHATTAN,ANNUAL ED PARA,ACTIVE,38860.0,per Annum,0.0,36590.78,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (MANHATTAN),1997-12-01,MANHATTAN,CONTINUING EDUCATION TEACHER,ACTIVE,41.69,per Hour,13.0,784.71,0.0,0.0,0.0
2017,DEPARTMENT OF EDUCATION ADMIN,2014-05-11,BROOKLYN,COMPUTER SERVICE TECHNICIAN,ACTIVE,47537.0,per Annum,1825.0,48908.64,0.0,0.0,0.0
2017,DEPT OF ED HRLY SUPPORT STAFF,2014-11-24,MANHATTAN,F/T DC 37 FAMILY PARA,ACTIVE,21.13,per Hour,0.0,34029.91,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (HOSTOS),2013-02-04,BRONX,ASSISTANT TO HEO,ACTIVE,71268.0,per Annum,1822.0,81958.74,0.0,0.0,2035.63
2017,DEPT OF ED PARA PROFESSIONALS,2008-09-02,MANHATTAN,ANNUAL ED PARA,ACTIVE,39842.0,per Annum,0.0,38396.92,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,1984-10-13,MANHATTAN,ANNUAL ED PARA,ACTIVE,38860.0,per Annum,0.0,47792.26,0.0,361.02,0.0
2017,DEPARTMENT OF TRANSPORTATION,2007-10-15,RICHMOND,MACHINIST,ACTIVE,322.4,per Day,2085.72,85906.09,545.0,35078.18,3557.74
2017,BOARD OF ELECTION POLL WORKERS,2013-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,600.0,0.0,0.0,0.0
2017,DEPARTMENT OF PROBATION,1984-07-09,BROOKLYN,ADMINISTRATIVE PROBATION OFFICER,ACTIVE,94548.0,per Annum,1825.0,97291.29,0.0,0.0,0.0
2017,DEPARTMENT OF EDUCATION ADMIN,2002-02-11,MANHATTAN,SCHOOL FOOD SERVICE MANAGER,ACTIVE,56832.0,per Annum,1482.0,52059.4,0.0,0.0,1132.25
2017,COMMUNITY COLLEGE (MANHATTAN),2014-06-09,MANHATTAN,CUNY OFFICE ASSISTANT,ACTIVE,35027.0,per Annum,1759.5,39323.9,44.0,1317.66,1000.0
2017,BOARD OF ELECTION POLL WORKERS,2012-08-20,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,575.0,0.0,0.0,0.0
2017,DEPARTMENT OF BUILDINGS,1998-09-28,BROOKLYN,INSPECTOR,ACTIVE,65735.0,per Annum,2085.72,68045.9,21.0,2302.23,6115.81
2017,BOARD OF ELECTION POLL WORKERS,2014-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,578.0,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (MANHATTAN),2009-01-26,MANHATTAN,NON-TEACHING ADJUNCT III,ACTIVE,48.72,per Hour,0.0,470.6,0.0,0.0,0.0
2017,DEPT OF ED HRLY SUPPORT STAFF,2014-10-28,MANHATTAN,F/T SCHOOL AIDE,ACTIVE,15.38,per Hour,0.0,25946.72,0.0,0.0,0.0
2017,DEPARTMENT OF SANITATION,2005-11-21,BROOKLYN,AUTO  MACHINIST,ACTIVE,322.4,per Day,2085.72,85906.09,222.5,13434.7,9693.47
2017,DEPT OF ED PARA PROFESSIONALS,2004-11-16,MANHATTAN,ANNUAL ED PARA,ACTIVE,29954.0,per Annum,0.0,26734.48,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2010-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,575.0,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (KINGSBORO),2007-02-26,BROOKLYN,ADJUNCT LECTURER,CEASED,118.38,per Day,0.0,37.76,0.0,0.0,0.0
2017,DEPT OF ED HRLY SUPPORT STAFF,1999-09-09,MANHATTAN,F/T SCHOOL LUNCH HELPER,ACTIVE,15.81,per Hour,0.0,29407.86,0.0,0.0,0.0
2017,DEPARTMENT OF EDUCATION ADMIN,2000-07-17,MANHATTAN,COMPUTER ASSOCIATE,ACTIVE,78423.0,per Annum,1825.0,77316.02,40.0,1068.01,5609.4
2017,BOARD OF ELECTION POLL WORKERS,2016-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,580.0,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,2008-10-09,MANHATTAN,ANNUAL ED PARA,ACTIVE,39842.0,per Annum,0.0,38396.92,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,2011-07-11,MANHATTAN,ANNUAL ED PARA,ACTIVE,37055.0,per Annum,0.0,35710.84,0.0,0.0,0.0
2017,DEPARTMENT OF EDUCATION ADMIN,2016-01-26,BROOKLYN,ADMINISTRATIVE EDUCATION ANALYST,ACTIVE,77284.0,per Annum,1825.0,76111.75,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (MANHATTAN),2011-08-26,MANHATTAN,ADJUNCT LECTURER,SEASONAL,97.26,per Day,0.0,133.05,0.0,0.0,0.0
2017,DEPARTMENT OF CORRECTION,2016-09-26,QUEENS,AGENCY ATTORNEY,ACTIVE,95000.0,per Annum,1395.0,71054.88,0.0,0.0,33.0
2017,DEPARTMENT OF EDUCATION ADMIN,2009-01-11,MANHATTAN,CERTIFIED IT ADMINISTRATOR,CEASED,114821.0,per Annum,1130.0,76384.46,0.0,0.0,3023.48
2017,BOARD OF ELECTION POLL WORKERS,2012-01-02,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,500.0,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,2011-06-27,MANHATTAN,SUBSTITUTE ED PARA,ACTIVE,147.37,per Day,0.0,20431.37,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,2010-03-19,MANHATTAN,ANNUAL ED PARA,ACTIVE,29954.0,per Annum,0.0,24915.39,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,2015-03-30,MANHATTAN,ANNUAL ED PARA,ACTIVE,39274.0,per Annum,0.0,31457.63,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2016-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,300.0,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (BRONX),1994-09-07,BRONX,NON-TEACHING ADJUNCT II,CEASED,48.89,per Hour,0.0,1.2,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (BRONX),1989-03-01,BRONX,ADJUNCT LECTURER,ACTIVE,74.44,per Hour,6.0,443.34,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (MANHATTAN),2006-10-09,MANHATTAN,COLLEGE ASSISTANT,ACTIVE,14.26,per Hour,0.0,507.3,0.0,0.0,14.31
2017,DEPARTMENT OF CORRECTION,2002-06-06,QUEENS,CORRECTION OFFICER,ACTIVE,82808.0,per Annum,2085.72,84295.91,60.05,3800.83,12301.49
2017,COMMUNITY COLLEGE (KINGSBORO),2016-07-05,BROOKLYN,HIGHER EDUCATION ASSISTANT,ACTIVE,51126.0,per Annum,1808.0,50190.0,0.0,0.0,1000.0
2017,DEPARTMENT OF CORRECTION,1985-12-15,QUEENS,CORRECTION OFFICER,ON SEPARATION LEAVE,82808.0,per Annum,2085.72,84295.91,267.75,19426.06,14437.78
2017,DEPT OF ED PARA PROFESSIONALS,2014-09-16,MANHATTAN,ANNUAL ED PARA,ACTIVE,39274.0,per Annum,0.0,27656.02,0.0,0.0,0.0
2017,ADMIN FOR CHILDREN'S SVCS,2006-08-21,BROOKLYN,DIRECTOR OF FIELD OPERATIONS,ACTIVE,85000.0,per Annum,1825.0,79688.67,0.0,0.0,454.2
2017,DEPT OF ED PARA PROFESSIONALS,1992-07-14,MANHATTAN,ANNUAL ED PARA,ACTIVE,38860.0,per Annum,0.0,55705.77,0.0,1206.72,0.0
2017,BOARD OF ELECTION POLL WORKERS,2010-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,544.29,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (BRONX),2016-10-23,BRONX,CONTINUING EDUCATION TEACHER,ACTIVE,36.64,per Hour,204.0,7382.22,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2014-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,575.0,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2016-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,460.0,0.0,0.0,0.0
2017,DEPARTMENT OF SANITATION,2017-02-10,MANHATTAN,CITY SEASONAL AIDE,CEASED,15.0,per Hour,72.0,1080.0,0.0,0.0,0.0
2017,DEPARTMENT OF SANITATION,2016-10-25,RICHMOND,JOB TRAINING PARTICIPANT,CEASED,12.14,per Hour,462.25,5611.72,0.0,0.0,0.0
2017,DEPARTMENT OF EDUCATION ADMIN,2011-02-27,RICHMOND,STAFF NURSE,ACTIVE,67143.0,per Annum,1664.0,66935.14,170.25,13817.58,13271.02
2017,DEPT OF ED PARA PROFESSIONALS,2005-06-17,MANHATTAN,ANNUAL ED PARA,ACTIVE,39274.0,per Annum,0.0,31694.79,0.0,10.18,13.62
2017,DEPT OF ED PEDAGOGICAL,1994-01-20,MANHATTAN,TEACHER,CEASED,85110.0,per Annum,0.0,8794.7,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2016-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,303.0,0.0,0.0,0.0
2017,DEPARTMENT OF TRANSPORTATION,1994-03-28,BROOKLYN,HIGHWAY REPAIRER,ACTIVE,354.24,per Day,2085.72,85233.6,130.25,7964.06,6746.42
2017,ADMIN FOR CHILDREN'S SVCS,1996-06-23,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,65038.0,per Annum,1825.0,66909.34,0.0,0.0,4541.17
2017,DEPARTMENT OF FINANCE,1987-12-07,BROOKLYN,CITY TAX AUDITOR,ACTIVE,70932.0,per Annum,1825.0,71026.17,0.0,0.0,9453.23
2017,COMMUNITY COLLEGE (MANHATTAN),2007-08-27,MANHATTAN,ADJUNCT LECTURER,SEASONAL,121.58,per Day,0.0,203.3,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2011-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,460.0,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,2016-09-08,MANHATTAN,SUBSTITUTE ED PARA,ACTIVE,147.37,per Day,0.0,17949.8,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,2015-09-09,MANHATTAN,ANNUAL ED PARA,ACTIVE,24688.0,per Annum,0.0,24714.63,0.0,15.15,0.0
2017,DEPT OF ED PARA PROFESSIONALS,1999-09-30,MANHATTAN,ANNUAL ED PARA,ACTIVE,41079.0,per Annum,0.0,39646.28,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2016-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,300.0,0.0,0.0,0.0
2017,DEPARTMENT OF EDUCATION ADMIN,1993-03-08,MANHATTAN,SENIOR SCHOOL LUNCH AIDE,ACTIVE,36169.0,Prorated Annual,1825.0,37207.68,22.5,575.56,773.44
2017,COMMUNITY COLLEGE (QUEENSBORO),2010-03-22,QUEENS,ASSISTANT TO HEO,ACTIVE,44308.0,per Annum,1825.0,46514.97,0.0,0.0,2035.63
2017,COMMUNITY COLLEGE (KINGSBORO),2013-12-09,BROOKLYN,COLLEGE ASSISTANT,ACTIVE,12.13,per Hour,1095.0,16014.89,0.0,0.0,561.07
2017,BOARD OF ELECTION POLL WORKERS,2016-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,225.0,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (LAGUARDIA),2015-07-01,QUEENS,COLLEGE ASSISTANT,ACTIVE,15.23,per Hour,916.5,14355.29,0.0,0.0,479.58
2017,DEPARTMENT OF EDUCATION ADMIN,2006-06-06,MANHATTAN,STAFF NURSE,ACTIVE,67143.0,per Annum,1664.0,66303.39,260.25,15233.8,7113.85
2017,COMMUNITY COLLEGE (QUEENSBORO),2011-01-28,QUEENS,ASSISTANT PROFESSOR,ACTIVE,81855.0,per Annum,260.72,95343.68,0.0,0.0,1000.0
2017,BOARD OF ELECTION POLL WORKERS,2013-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,575.0,0.0,0.0,0.0
2017,ADMIN FOR CHILDREN'S SVCS,1996-06-23,BROOKLYN,DIRECTOR OF FIELD OPERATIONS,ACTIVE,100003.0,per Annum,1825.0,102904.47,0.0,0.0,0.0
2017,DEPARTMENT OF EDUCATION ADMIN,2004-02-02,MANHATTAN,PHYSICAL THERAPIST,ACTIVE,71788.0,per Annum,1664.0,71565.95,0.0,0.0,7983.49
2017,COMMUNITY COLLEGE (QUEENSBORO),2010-06-01,QUEENS,COLLEGE ASSISTANT,CEASED,11.49,per Hour,0.0,277.07,0.0,0.0,1.2
2017,DEPARTMENT OF EDUCATION ADMIN,1984-10-31,MANHATTAN,CLERICAL ASSOCIATE,ACTIVE,34093.0,per Annum,1724.65,33059.09,0.0,0.0,780.08
2017,BOARD OF ELECTION,2016-08-14,MANHATTAN,TEMPORARY CLERK,ACTIVE,13.79,per Hour,1134.5,14440.46,394.5,7164.7,0.0
