fiscal_year,agency_name,agency_start_date,work_location_borough,title_description,leave_status_as_of_june_30,base_salary,pay_basis,regular_hours,regular_gross_paid,ot_hours,total_ot_paid,total_other_pay
2018,DEPT OF ED PEDAGOGICAL,2015-09-08,MANHATTAN,TEACHER SPECIAL EDUCATION,ACTIVE,66931.0,per Annum,0.0,66899.24,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,2003-09-08,MANHATTAN,TEACHER SPECIAL EDUCATION,ACTIVE,96709.0,per Annum,0.0,107795.15,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,1997-09-04,MANHATTAN,TEACHER,ACTIVE,113685.0,per Annum,0.0,107229.72,0.0,0.0,0.0
2018,DEPT OF ED PARA PROFESSIONALS,2006-05-31,MANHATTAN,ANNUAL ED PARA,ACTIVE,41841.0,per Annum,0.0,61241.52,0.0,1940.49,0.0
2018,DEPT OF ED PEDAGOGICAL,2010-01-04,MANHATTAN,TEACHER SPECIAL EDUCATION,ACTIVE,90511.0,per Annum,0.0,87781.72,0.0,0.0,1000.0
2018,DEPT OF ED PER SESSION TEACHER,1998-10-02,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,13846.56,0.0,0.0,0.0
2018,DEPT OF ED PER SESSION TEACHER,2013-09-03,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,7233.5,0.0,0.0,89.78
2018,DEPARTMENT OF TRANSPORTATION,1988-08-08,BRONX,ADMINISTRATIVE SUPERINTENDENT OF HIGHWAY OPERATIONS,ACTIVE,100308.0,per Annum,1790.0,100033.18,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,2002-09-03,MANHATTAN,TEACHER,ACTIVE,94971.0,per Annum,0.0,86201.35,0.0,0.0,0.0
2018,NYC HOUSING AUTHORITY,1993-04-19,BRONX,SUPERVISING HOUSING GROUNDSKEEPER,ACTIVE,60926.0,per Annum,2085.72,60773.72,965.25,45470.06,4716.72
2018,DEPT OF ED PEDAGOGICAL,2011-03-25,MANHATTAN,TEACHER SPECIAL EDUCATION,ACTIVE,66931.0,per Annum,0.0,65111.3,0.0,0.0,0.0
2018,DEPT OF ED PER SESSION TEACHER,2011-11-23,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,648.34,0.0,0.0,0.0
2018,DEPT OF PARKS & RECREATION,2017-01-26,MANHATTAN,JOB TRAINING PARTICIPANT,CEASED,12.14,per Hour,48.0,1068.32,0.0,0.0,0.0
2018,NYC HOUSING AUTHORITY,2013-10-28,QUEENS,OIL BURNER SPECIALIST,ACTIVE,65585.0,per Annum,2085.72,65405.33,134.25,6314.18,77.77
2018,COMMUNITY COLLEGE (BRONX),2015-01-02,BRONX,COLLEGE ASSISTANT,ACTIVE,13.5,per Hour,513.5,7922.9,0.0,0.0,0.0
2018,POLICE DEPARTMENT,2006-05-15,QUEENS,SCHOOL SAFETY AGENT,ACTIVE,46737.0,per Annum,2045.72,44213.95,192.0,6551.23,992.72
2018,DEPT OF ED PARA PROFESSIONALS,2011-10-19,MANHATTAN,ANNUAL ED PARA,ACTIVE,41841.0,per Annum,0.0,39581.41,0.0,0.0,0.0
2018,DEPT OF ED PER SESSION TEACHER,2007-08-30,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,8698.13,0.0,0.0,0.0
2018,DEPARTMENT OF EDUCATION ADMIN,2015-05-26,MANHATTAN,BOOKKEEPER,ACTIVE,41067.0,per Annum,1790.0,40954.42,0.0,0.0,0.0
2018,DEPT OF ED HRLY SUPPORT STAFF,2012-09-18,MANHATTAN,F/T SR. SCHOOL LUNCH HELPER,CEASED,15.85,per Hour,0.0,10826.69,0.0,0.0,0.0
2018,DEPT OF PARKS & RECREATION,2018-06-01,RICHMOND,LIFE GUARD,ACTIVE,15.0,per Hour,80.0,1200.0,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,2002-09-03,MANHATTAN,TEACHER,ACTIVE,102009.0,per Annum,0.0,111123.07,0.0,0.0,0.0
2018,DEPT OF PARKS & RECREATION,2014-09-19,QUEENS,CITY PARK WORKER,ACTIVE,48636.0,per Annum,1891.72,36518.36,8.5,226.93,1160.68
2018,BOARD OF ELECTION POLL WORKERS,2017-01-02,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,578.0,0.0,0.0,0.0
2018,DEPT OF ED PER SESSION TEACHER,2017-08-22,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,1996.87,0.0,0.0,1.38
2018,BOARD OF ELECTION POLL WORKERS,2016-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,875.0,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,1995-09-05,MANHATTAN,TEACHER,ACTIVE,119472.0,per Annum,0.0,111263.04,0.0,0.0,0.0
2018,POLICE DEPARTMENT,2000-05-30,BROOKLYN,SCHOOL SAFETY AGENT,ACTIVE,46737.0,per Annum,2045.72,44213.95,456.0,14982.87,1507.87
2018,DEPT OF ED PEDAGOGICAL,1984-03-27,MANHATTAN,TEACHER-REG SUB,ACTIVE,119472.0,per Annum,0.0,39649.34,0.0,0.0,287.29
2018,DEPT OF ED PARA PROFESSIONALS,2018-01-16,MANHATTAN,SUBSTITUTE ED PARA,ACTIVE,154.77,per Day,0.0,12324.54,0.0,0.0,0.0
2018,DEPARTMENT OF SANITATION,2004-03-22,MANHATTAN,SANITATION WORKER,ACTIVE,77318.0,per Annum,2073.72,73591.26,210.5,11248.31,19358.54
2018,BOARD OF ELECTION POLL WORKERS,2016-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,575.0,0.0,0.0,0.0
2018,HOUSING PRESERVATION & DVLPMNT,2014-07-21,MANHATTAN,ADM MANAGER-NON-MGRL FROM M1/M2,ACTIVE,63929.0,per Annum,1790.0,63753.82,8.25,345.54,33.5
2018,DEPT OF PARKS & RECREATION,2016-04-15,BROOKLYN,PLAYGROUND ASSOCIATE,ACTIVE,18.97,per Hour,1343.88,24096.51,0.0,0.93,204.11
2018,DEPT OF PARKS & RECREATION,2018-04-02,QUEENS,JOB TRAINING PARTICIPANT,ACTIVE,13.5,per Hour,350.2,4727.78,7.0,105.98,0.0
2018,DEPT OF ED PER SESSION TEACHER,2017-09-05,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,1326.02,0.0,0.0,1.04
2018,DEPT OF ED PEDAGOGICAL,2005-09-19,MANHATTAN,SCHOOL SECRETARY,ACTIVE,59830.0,per Annum,0.0,57228.79,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,2017-09-05,MANHATTAN,TEACHER,ACTIVE,82278.0,per Annum,0.0,58244.88,0.0,0.0,4.63
2018,DEPT OF ED PEDAGOGICAL,2016-09-06,MANHATTAN,TEACHER,ACTIVE,65357.0,per Annum,0.0,62294.82,0.0,0.0,0.0
2018,POLICE DEPARTMENT,2000-03-01,RICHMOND,SERGEANT-,ACTIVE,109360.0,per Annum,2045.72,106634.62,217.97,20159.72,15549.27
2018,DEPARTMENT OF EDUCATION ADMIN,2004-05-17,MANHATTAN,ADMINISTRATIVE EDUCATION OFFICER,ACTIVE,174395.0,per Annum,1790.0,173917.13,0.0,0.0,0.0
2018,BOARD OF ELECTION POLL WORKERS,2017-01-02,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,300.0,0.0,0.0,0.0
2018,DEPT OF ED PER SESSION TEACHER,1994-04-20,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,9530.11,0.0,0.0,0.0
2018,POLICE DEPARTMENT,1995-06-30,MANHATTAN,POLICE OFFICER,ACTIVE,85292.0,per Annum,2045.72,85058.22,319.12,23230.59,15082.93
2018,NYC HOUSING AUTHORITY,1999-11-08,MANHATTAN,CONFIDENTIAL INVESTIGATOR,ACTIVE,93300.0,per Annum,1825.0,90997.91,0.0,0.0,500.0
2018,DEPT OF ED HRLY SUPPORT STAFF,2012-12-11,MANHATTAN,F/T SCHOOL LUNCH HELPER,CEASED,15.38,per Hour,0.0,14453.71,0.0,0.0,0.0
2018,DEPARTMENT OF EDUCATION ADMIN,2003-01-28,BROOKLYN,STAFF NURSE,ACTIVE,58.13,per Hour,192.62,10603.59,0.0,0.0,1074.95
2018,DEPT OF ED HRLY SUPPORT STAFF,2013-04-23,MANHATTAN,F/T SCHOOL LUNCH HELPER,ON LEAVE,15.38,per Hour,0.0,9799.65,0.0,0.0,0.0
2018,HOUSING PRESERVATION & DVLPMNT,2000-07-31,MANHATTAN,COMMUNITY ASSOCIATE,CEASED,41036.0,per Annum,1367.75,31448.02,40.5,1184.69,976.45
2018,DEPT OF ED PARA PROFESSIONALS,1999-04-16,MANHATTAN,ANNUAL ED PARA,ACTIVE,43140.0,per Annum,0.0,44139.19,0.0,0.0,0.0
2018,POLICE DEPARTMENT,2005-07-11,BROOKLYN,LIEUTENANT,ACTIVE,113842.0,per Annum,2045.72,104862.23,278.33,24041.17,16927.43
2018,DEPT OF ED PEDAGOGICAL,2015-09-08,MANHATTAN,TEACHER,ACTIVE,65357.0,per Annum,0.0,62439.65,0.0,0.0,0.0
2018,DEPT OF ED PER SESSION TEACHER,2001-09-04,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,47.73,0.0,0.0,0.0
2018,DEPT OF ED PER SESSION TEACHER,1999-12-31,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,8314.06,0.0,0.0,0.0
2018,COMMUNITY COLLEGE (HOSTOS),1987-07-01,BRONX,CUNY OFFICE ASSISTANT,ACTIVE,45720.0,per Annum,1790.0,45075.43,0.0,0.0,0.0
2018,DEPT OF PARKS & RECREATION,1981-04-16,BROOKLYN,PARK SUPERVISOR,ACTIVE,67664.0,per Annum,2045.72,48587.66,138.25,5545.91,7021.23
2018,DEPT OF ED PER SESSION TEACHER,1985-09-04,MANHATTAN,SUPERVISOR PER SESSION,ACTIVE,34.78,per Day,0.0,677.26,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,2015-09-08,MANHATTAN,GUIDANCE COUNSELOR,ACTIVE,80492.0,per Annum,0.0,73529.4,0.0,0.0,5.62
2018,DEPT OF ED PER SESSION TEACHER,2013-01-01,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,1481.95,0.0,0.0,1.32
2018,DEPT OF ED PER SESSION TEACHER,1997-05-01,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,6208.66,0.0,0.0,0.0
2018,DEPT OF ED PER SESSION TEACHER,2014-09-02,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,4541.67,0.0,0.0,10.78
2018,DEPT OF ED PEDAGOGICAL,2013-09-03,MANHATTAN,TEACHER,ACTIVE,66931.0,per Annum,0.0,63696.21,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,1998-10-01,MANHATTAN,TEACHER,ACTIVE,87160.0,per Annum,0.0,82300.37,0.0,0.0,0.0
2018,DEPT OF ED PER SESSION TEACHER,2009-09-08,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,1230.63,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,2000-10-30,MANHATTAN,TEACHER,ACTIVE,94971.0,per Annum,0.0,90842.77,0.0,0.0,0.0
2018,DEPT OF ED PER SESSION TEACHER,1993-10-13,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,6587.55,0.0,0.0,29.1
2018,DEPT OF ED PER SESSION TEACHER,2012-06-19,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,5749.02,0.0,0.0,0.0
2018,POLICE DEPARTMENT,1999-07-07,MANHATTAN,POLICE OFFICER,ACTIVE,85292.0,per Annum,2045.72,85058.22,118.47,8664.44,20041.79
2018,DEPT OF ED PER SESSION TEACHER,2005-09-06,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,9403.13,0.0,0.0,0.0
2018,DEPT OF ED PARA PROFESSIONALS,2014-02-25,MANHATTAN,ANNUAL ED PARA,ACTIVE,29898.0,per Annum,0.0,35824.73,0.0,0.0,27.29
2018,DEPT OF ED PEDAGOGICAL,1993-09-07,MANHATTAN,TEACHER SPECIAL EDUCATION,CEASED,97115.0,per Annum,0.0,200.0,0.0,0.0,0.0
2018,DEPT OF ED PER SESSION TEACHER,2004-12-06,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,6695.96,0.0,0.0,0.0
2018,DEPT OF ED PARA PROFESSIONALS,2006-01-23,MANHATTAN,ANNUAL ED PARA,ACTIVE,36573.0,per Annum,0.0,40150.1,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,2002-09-03,MANHATTAN,TEACHER,ACTIVE,98487.0,per Annum,0.0,93365.02,0.0,0.0,0.0
2018,DEPT OF ED HRLY SUPPORT STAFF,2018-02-08,MANHATTAN,STUDENT AIDE,ACTIVE,13.0,per Hour,0.0,1248.0,0.0,0.0,0.0
2018,POLICE DEPARTMENT,1995-03-10,MANHATTAN,PAINTER,CEASED,292.53,per Day,1741.0,74010.96,335.0,22253.21,10589.69
2018,DEPT OF ED PEDAGOGICAL,2012-09-04,MANHATTAN,TEACHER,ACTIVE,77063.0,per Annum,0.0,72691.7,0.0,0.0,0.0
2018,DEPARTMENT OF EDUCATION ADMIN,2003-08-20,MANHATTAN,COMMUNITY ASSOCIATE,CEASED,42839.0,per Annum,390.0,9858.84,0.0,254.99,8.25
2018,DEPT OF ED PEDAGOGICAL,2014-09-02,MANHATTAN,TEACHER SPECIAL EDUCATION,ACTIVE,81394.0,per Annum,0.0,76149.47,0.0,0.0,0.0
2018,DEPT OF ED HRLY SUPPORT STAFF,2018-04-23,MANHATTAN,F/T SCHOOL AIDE,ACTIVE,13.37,per Hour,0.0,2226.29,0.0,0.0,0.0
2018,DEPT OF ENVIRONMENT PROTECTION,2016-09-06,BROOKLYN,SEWAGE TREATMENT WORKER,ACTIVE,334.08,per Day,2085.72,86860.8,35.0,2748.86,17510.91
2018,POLICE DEPARTMENT,2017-01-04,QUEENS,POLICE OFFICER,ACTIVE,46805.0,per Annum,2045.72,46676.76,145.5,5120.44,3917.42
2018,DEPT OF ED PER SESSION TEACHER,1995-09-18,MANHATTAN,SCHOOL SECRETARY PER SESSION,ACTIVE,20.45,per Day,0.0,4959.41,0.0,0.0,0.0
2018,POLICE DEPARTMENT,1998-08-31,MANHATTAN,POLICE OFFICER,ACTIVE,85292.0,per Annum,2045.72,85058.22,126.05,9074.98,15266.98
2018,DEPT OF ED PEDAGOGICAL,2009-12-01,MANHATTAN,TEACHER SPECIAL EDUCATION,ACTIVE,90511.0,per Annum,0.0,102245.48,0.0,0.0,0.0
2018,DEPT OF ED PER DIEM TEACHERS,1984-10-31,MANHATTAN,TEACHER-SPECIAL ED,ACTIVE,348.69,per Day,0.0,25057.44,0.0,0.0,3.47
2018,DEPT OF ED PEDAGOGICAL,2014-09-29,MANHATTAN,TEACHER SPECIAL EDUCATION,ACTIVE,79459.0,per Annum,0.0,66777.97,0.0,0.0,0.0
2018,DEPT OF ED PARA PROFESSIONALS,2000-04-19,MANHATTAN,ANNUAL ED PARA,ACTIVE,40809.0,per Annum,0.0,39236.42,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,2007-08-30,MANHATTAN,TEACHER,ACTIVE,83473.0,per Annum,0.0,79844.89,0.0,0.0,1000.0
2018,DEPARTMENT OF FINANCE,2010-05-17,BROOKLYN,CITY TAX AUDITOR,ACTIVE,76082.0,per Annum,1790.0,71330.27,0.0,0.0,6551.77
2018,DEPT OF ED PER SESSION TEACHER,2000-09-05,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,4240.04,0.0,0.0,0.88
2018,POLICE DEPARTMENT,2001-07-02,MANHATTAN,POLICE OFFICER,ACTIVE,85292.0,per Annum,2045.72,85058.22,452.37,32002.05,13992.96
2018,POLICE DEPARTMENT,2012-02-28,MANHATTAN,TRAFFIC ENFORCEMENT AGENT AL 1 & 2 ONLY,ACTIVE,39449.0,per Annum,2045.72,38989.48,938.75,28009.87,2557.03
2018,DEPARTMENT OF EDUCATION ADMIN,2008-09-28,BROOKLYN,COMPUTER SPECIALIST,ACTIVE,95077.0,per Annum,1790.0,92840.38,0.0,0.0,5271.85
2018,DEPARTMENT OF EDUCATION ADMIN,1981-04-23,BROOKLYN,SCHOOL LUNCH ASSISTANT COOK,ACTIVE,39969.0,Prorated Annual,1790.0,39859.55,0.0,0.0,744.9
2018,DEPT OF ED PER SESSION TEACHER,2008-10-02,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,8939.34,0.0,0.0,61.35
2018,DEPT OF ED PEDAGOGICAL,2005-09-06,MANHATTAN,TEACHER,ACTIVE,94198.0,per Annum,0.0,90264.72,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,2016-09-06,MANHATTAN,TEACHER,ACTIVE,57838.0,per Annum,0.0,55746.36,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,2004-09-23,MANHATTAN,TEACHER,ACTIVE,96709.0,per Annum,0.0,94759.11,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,2012-04-16,MANHATTAN,TEACHER,ACTIVE,68830.0,per Annum,0.0,62589.06,0.0,0.0,34.34
2018,DEPT OF ED PER SESSION TEACHER,2005-09-06,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,8325.67,0.0,0.0,3.18
2018,DEPT OF ED PARA PROFESSIONALS,1998-02-25,MANHATTAN,ANNUAL ED PARA,CEASED,29954.0,per Annum,0.0,2795.72,0.0,0.0,0.0
2018,DEPT OF ED PARA PROFESSIONALS,2016-01-20,MANHATTAN,SUBSTITUTE ED PARA,ACTIVE,154.77,per Day,0.0,4400.4,0.0,0.0,0.0
2018,DEPT OF ED PER SESSION TEACHER,2009-09-08,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,918.82,0.0,0.0,1.11
2018,DEPARTMENT OF EDUCATION ADMIN,2016-03-04,MANHATTAN,ADMINISTRATIVE EDUCATION OFFICER,ACTIVE,81368.0,per Annum,1790.0,80806.51,0.0,0.0,0.0
2018,DEPARTMENT OF TRANSPORTATION,1995-03-13,MANHATTAN,ADMINISTRATIVE ENGINEER,ACTIVE,135742.0,per Annum,1790.0,135122.11,0.0,0.0,0.0
2018,DEPT OF ED HRLY SUPPORT STAFF,2007-01-17,MANHATTAN,SUBSTITUTE SCHOOL AIDE,ACTIVE,15.38,per Hour,0.0,17163.67,0.0,0.0,0.0
2018,DEPT OF ED PER DIEM TEACHERS,1996-04-24,MANHATTAN,TEACHER-GENERAL ED,ACTIVE,110.29,per Day,0.0,5554.48,0.0,0.0,0.0
2018,POLICE DEPARTMENT,2014-07-09,BROOKLYN,POLICE OFFICER,ACTIVE,59401.0,per Annum,2045.72,56522.15,97.17,5282.04,8122.3
2018,DEPT OF ED PEDAGOGICAL,1999-09-07,MANHATTAN,TEACHER,ACTIVE,103400.0,per Annum,0.0,97447.61,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,,MANHATTAN,TEACHER,ACTIVE,119472.0,per Annum,0.0,114278.72,0.0,0.0,0.0
2018,DEPT OF ED PARA PROFESSIONALS,2016-09-08,MANHATTAN,SUBSTITUTE ED PARA,ACTIVE,154.77,per Day,0.0,11412.7,0.0,0.0,0.0
2018,DEPT OF ED PER SESSION TEACHER,2013-02-04,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,4679.22,0.0,0.0,0.0
2018,NYC HOUSING AUTHORITY,2000-02-07,MANHATTAN,ADMINISTRATIVE SPACE ANALYST,ACTIVE,91204.0,per Annum,1825.0,90954.23,0.0,0.0,0.0
2018,DEPT OF ED HRLY SUPPORT STAFF,2016-02-11,MANHATTAN,F/T SCHOOL AIDE,ACTIVE,15.38,per Hour,0.0,14950.67,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,2012-09-04,MANHATTAN,TEACHER,ON LEAVE,75949.0,per Annum,0.0,20349.44,0.0,0.0,662.98
2018,BOARD OF ELECTION POLL WORKERS,2017-01-02,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,300.0,0.0,0.0,0.0
2018,DEPARTMENT OF EDUCATION ADMIN,1996-09-03,MANHATTAN,ADMINISTRATIVE EDUCATION OFFICER,ACTIVE,179860.0,per Annum,1790.0,179484.56,0.0,0.0,0.0
2018,DEPT OF ED PER SESSION TEACHER,1989-02-09,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,12937.64,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,2011-10-11,MANHATTAN,SCHOOL PSYCHOLGIST,ACTIVE,97894.0,per Annum,0.0,95579.8,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,2014-09-02,MANHATTAN,TEACHER,ACTIVE,89316.0,per Annum,0.0,85257.28,0.0,0.0,0.0
2018,DEPT OF ED PARA PROFESSIONALS,1993-04-20,MANHATTAN,ANNUAL ED PARA,ACTIVE,37872.0,per Annum,0.0,35985.3,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,2007-08-30,MANHATTAN,TEACHER,ACTIVE,87160.0,per Annum,0.0,80799.75,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,1997-02-24,MANHATTAN,TEACHER,ACTIVE,113685.0,per Annum,0.0,108742.84,0.0,0.0,0.0
2018,DEPT OF ED PER SESSION TEACHER,2014-09-02,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,9646.29,0.0,0.0,0.0
2018,DEPARTMENT OF TRANSPORTATION,2015-11-02,MANHATTAN,ASSISTANT CIVIL ENGINEER,ACTIVE,61104.0,per Annum,1790.0,60936.72,38.5,1320.66,1567.79
2018,POLICE DEPARTMENT,2013-01-09,MANHATTAN,POLICE OFFICER,ACTIVE,63125.0,per Annum,2045.72,62809.14,106.5,5169.45,1055.36
2018,DEPARTMENT OF SANITATION,2006-05-22,BRONX,SUPERVISOR,CEASED,82437.0,per Annum,1845.72,84958.75,0.0,0.0,-72219.49
2018,DEPT OF ED PER SESSION TEACHER,2014-01-07,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,9455.84,0.0,0.0,0.0
2018,COMMUNITY COLLEGE (LAGUARDIA),2017-03-23,QUEENS,COLLEGE ASSISTANT,ACTIVE,13.5,per Hour,142.25,2071.88,0.0,0.0,0.0
2018,DEPT OF ED PARA PROFESSIONALS,2016-09-08,MANHATTAN,SUBSTITUTE ED PARA,ACTIVE,154.77,per Day,0.0,21502.39,0.0,0.0,0.0
2018,DEPT OF ENVIRONMENT PROTECTION,2018-03-12,BROOKLYN,CITY PARK WORKER,ACTIVE,15.48,per Hour,551.63,8539.28,1.0,23.22,123.84
2018,DEPT OF CITYWIDE ADMIN SVCS,2003-01-05,BRONX,CITY CUSTODIAL ASSISTANT,ACTIVE,34364.0,per Annum,2045.72,34269.82,360.25,10698.6,6474.95
2018,DEPT OF ED PER SESSION TEACHER,1993-10-05,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,11179.16,0.0,0.0,0.0
2018,DEPT OF ED HRLY SUPPORT STAFF,2004-10-12,MANHATTAN,F/T SCHOOL AIDE,ACTIVE,15.38,per Hour,0.0,28192.42,0.0,0.0,0.0
2018,POLICE DEPARTMENT,2016-01-06,BROOKLYN,POLICE OFFICER,ACTIVE,48666.0,per Annum,2045.72,48476.56,268.25,10650.69,3308.6
2018,DEPT OF ED PARA PROFESSIONALS,2015-09-09,MANHATTAN,ANNUAL ED PARA,ON LEAVE,29898.0,per Annum,0.0,18067.47,0.0,135.03,0.0
2018,POLICE DEPARTMENT,2010-07-06,QUEENS,POLICE OFFICER,ACTIVE,85292.0,per Annum,2045.72,85058.22,87.35,7861.08,17730.8
2018,POLICE DEPARTMENT,2005-01-10,QUEENS,POLICE OFFICER,ACTIVE,85292.0,per Annum,2045.72,85058.22,125.0,16263.91,14085.82
2018,DEPT OF ED PEDAGOGICAL,1999-10-26,MANHATTAN,TEACHER,ACTIVE,103400.0,per Annum,0.0,98946.29,0.0,0.0,0.0
2018,DEPT OF ED PER SESSION TEACHER,2010-09-07,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,5869.94,0.0,0.0,1.91
2018,DEPT OF ED PEDAGOGICAL,2005-09-06,MANHATTAN,PRINCIPAL,ACTIVE,163800.0,per Annum,0.0,186679.91,0.0,0.0,0.0
2018,DEPT. OF DESIGN & CONSTRUCTION,2016-04-25,QUEENS,ASSISTANT CIVIL ENGINEER,ON SEPARATION LEAVE,61104.0,per Annum,1790.0,58307.82,15.0,501.08,272.13
2018,DEPT OF ED PEDAGOGICAL,2011-09-06,MANHATTAN,ASSISTANT PRINCIPAL,ACTIVE,113771.0,per Annum,0.0,108942.72,0.0,0.0,0.0
2018,DEPT OF PARKS & RECREATION,2014-04-18,QUEENS,JOB TRAINING PARTICIPANT,CEASED,12.14,per Hour,214.75,3286.91,0.0,461.33,25.25
2018,DEPT OF ED PEDAGOGICAL,2004-09-07,MANHATTAN,TEACHER,ACTIVE,96709.0,per Annum,0.0,92106.85,0.0,0.0,0.0
2018,HUNTER COLLEGE HIGH SCHOOL,2017-10-23,MANHATTAN,COLLEGE ASSISTANT,ACTIVE,20.0,per Hour,635.75,12755.0,0.0,0.0,0.0
2018,DEPT OF ED PER SESSION TEACHER,2012-09-04,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,381.85,0.0,0.0,0.0
2018,POLICE DEPARTMENT,2000-09-29,BROOKLYN,SERGEANT-,ACTIVE,109360.0,per Annum,2045.72,106634.62,67.38,5700.72,16302.61
2018,POLICE DEPARTMENT,1988-08-31,MANHATTAN,PRINCIPAL ADMINISTRATIVE ASSOCIATE - LEV 1 & 2 NON SUPVR,ACTIVE,61106.0,per Annum,1790.0,60869.1,3.0,207.8,2019.31
2018,POLICE DEPARTMENT,2002-07-01,BRONX,P.O. DA DET GR3,ACTIVE,94489.0,per Annum,2045.72,93030.26,302.25,22586.68,11634.26
2018,DEPT OF ED PEDAGOGICAL,2013-01-22,MANHATTAN,TEACHER-REG SUB,CEASED,67405.0,per Annum,0.0,26213.04,0.0,0.0,0.0
2018,DEPARTMENT OF EDUCATION ADMIN,2006-08-31,MANHATTAN,OCCUPATIONAL THERAPIST,ACTIVE,75392.0,per Annum,1664.0,71842.59,3.75,244.07,6589.76
2018,BOARD OF ELECTION POLL WORKERS,2016-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,300.0,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,2015-09-08,MANHATTAN,TEACHER,ACTIVE,65357.0,per Annum,0.0,62589.65,0.0,0.0,0.0
2018,DEPT OF ED PEDAGOGICAL,2011-09-06,MANHATTAN,TEACHER SPECIAL EDUCATION,ACTIVE,75551.0,per Annum,0.0,69546.43,0.0,0.0,0.0
2018,DEPT OF ED PARA PROFESSIONALS,2012-03-29,MANHATTAN,ANNUAL ED PARA,ACTIVE,41245.0,per Annum,0.0,39552.44,0.0,0.0,0.0
2018,DEPT OF ED PER SESSION TEACHER,2005-02-09,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,14229.03,0.0,0.0,6.38
